1,11,843100962,10/03/2017,1734,857,9,1,7
1,11,843100962,15/03/2017,0,0,1,0,0
1,11,843100962,22/03/2017,1807,894,8,1,5
1,11,843100962,23/03/2017,1,0,0,0,0
1,11,843100962,27/03/2017,0,0,2,0,0
1,11,843100962,29/03/2017,140,70,0,0,0
1,11,843100962,30/03/2017,2567,1240,10,0,10
1,11,843100962,31/03/2017,1,0,34,0,0
1,11,843100970,29/03/2017,1598,796,3,0,0
1,11,843100970,30/03/2017,0,0,0,0,6
1,11,843100974,22/03/2017,1824,905,5,0,6
1,11,843100974,23/03/2017,84,40,2,0,0
1,11,843100974,27/03/2017,0,0,0,0,0
1,11,843100974,30/03/2017,0,0,2,0,0
1,11,843100982,29/03/2017,0,1009,4,1,0
1,11,843100982,30/03/2017,2026,-9,9,0,7
1,11,843100982,31/03/2017,8,0,4,0,1
1,11,843101021,23/03/2017,993,486,8,0,4
1,11,843101021,24/03/2017,1,0,0,0,0
1,11,843101021,27/03/2017,0,0,3,0,0
1,11,843101048,14/03/2017,0,270,3,0,2
1,11,843101048,15/03/2017,0,1380,19,0,9
1,11,843101048,16/03/2017,3354,0,0,0,0
1,11,843101048,21/03/2017,0,0,1,0,0
1,11,843101048,23/03/2017,0,0,5,0,0
1,11,843101214,04/03/2017,1482,713,27,2,7
1,11,843101214,27/03/2017,0,0,1,0,0
1,11,843101218,07/03/2017,872,431,4,0,3
1,11,843101218,17/03/2017,1241,614,5,0,5
1,11,843101218,20/03/2017,1,0,1,0,0
1,11,843101218,23/03/2017,0,0,2,0,0
1,11,843101218,24/03/2017,510,253,2,0,2
1,11,843101222,17/03/2017,608,300,4,0,3
1,11,843101222,24/03/2017,264,130,2,0,2
1,11,843101222,25/03/2017,140,70,0,0,0
1,11,843101226,07/03/2017,100,100,0,0,0
1,11,843101226,08/03/2017,100,0,0,0,1
1,11,843101226,13/03/2017,309,299,1,1,3
1,11,843101226,15/03/2017,313,0,0,0,0
1,11,843101226,17/03/2017,419,0,6,0,2
1,11,843101226,20/03/2017,1,215,0,0,0
1,11,843101226,24/03/2017,548,300,5,2,7
1,11,843101226,27/03/2017,70,0,0,0,0
1,11,843101226,31/03/2017,0,0,4,0,0
1,11,843101230,17/03/2017,404,200,2,0,2
1,11,843101230,30/03/2017,540,260,4,0,0
1,11,843101230,31/03/2017,334,164,9,1,5
1,11,843101364,08/03/2017,956,576,0,0,4
1,11,843101364,09/03/2017,200,0,0,0,0
1,11,843101364,10/03/2017,0,0,2,0,0
1,11,843101390,27/03/2017,1017,500,8,1,4
1,11,843101390,30/03/2017,1,0,0,0,0
1,11,843101390,31/03/2017,0,0,1,0,0
1,11,843101411,15/03/2017,1428,700,14,0,6
1,11,843101411,16/03/2017,1284,624,18,0,4
1,11,843101411,17/03/2017,0,-10,0,0,0
1,11,843101411,20/03/2017,0,0,10,0,0
1,11,843101415,15/03/2017,1384,1050,31,1,7
1,11,843101415,16/03/2017,0,-390,0,0,0
1,11,843101415,17/03/2017,0,-24,0,0,0
1,11,843101415,20/03/2017,0,0,24,0,0
1,11,843101415,23/03/2017,0,0,1,0,0
1,11,843101427,09/03/2017,444,220,2,0,0
1,11,843101427,10/03/2017,170,80,4,0,1
1,11,843101427,13/03/2017,0,0,1,0,0
1,11,843101427,21/03/2017,0,0,0,0,2
1,11,843101431,09/03/2017,607,300,2,0,0
1,11,843101431,10/03/2017,1,0,1,0,0
1,11,843101431,21/03/2017,0,0,0,0,3
1,11,843101431,22/03/2017,612,300,7,0,2
1,11,843101435,09/03/2017,341,167,4,0,0
1,11,843101435,10/03/2017,1,0,0,0,0
1,11,843101435,21/03/2017,2543,1020,17,2,13
1,11,843101435,22/03/2017,0,215,0,0,0
1,11,843101435,23/03/2017,-71,-36,20,0,0
1,11,843101452,24/03/2017,815,400,7,1,4
1,11,843101452,27/03/2017,1,0,0,0,0
1,11,843101452,31/03/2017,0,0,1,0,0
1,11,843101460,07/03/2017,1029,504,7,1,5
1,11,843101460,08/03/2017,1,0,3,0,0
1,11,843101460,16/03/2017,982,480,10,1,5
1,11,843101460,17/03/2017,248,123,1,0,1
1,11,843101460,25/03/2017,1039,506,9,1,4
1,11,843101460,27/03/2017,1,0,5,0,0
1,11,843101460,31/03/2017,0,0,2,0,0
1,11,843101468,07/03/2017,1632,800,12,0,5
1,11,843101468,13/03/2017,512,500,13,2,7
1,11,843101468,15/03/2017,524,0,0,0,0
1,11,843101468,17/03/2017,574,283,3,0,2
1,11,843101468,23/03/2017,0,0,6,0,0
1,11,843101468,24/03/2017,1424,704,8,0,1
1,11,843101468,27/03/2017,0,0,2,0,0
1,11,843101468,31/03/2017,0,0,2,0,0
1,11,843101492,14/03/2017,202,202,0,0,2
1,11,843101492,16/03/2017,202,0,0,0,0
1,11,843101510,08/03/2017,101,50,0,1,1
1,11,843101510,09/03/2017,1,0,0,0,0
1,11,843101510,27/03/2017,0,0,1,0,0
1,11,843101584,27/03/2017,1769,887,9,1,7
1,11,843101584,28/03/2017,25,0,0,0,0
1,11,843101584,29/03/2017,0,-16,14,0,0
1,11,843101584,31/03/2017,0,0,3,0,0
1,11,843101717,22/03/2017,153,100,4,0,1
1,11,843101717,24/03/2017,57,0,0,0,0
1,11,843101717,27/03/2017,0,0,1,0,0
1,11,843101721,22/03/2017,103,102,3,0,1
1,11,843101721,24/03/2017,107,0,0,0,0
1,11,843101729,16/03/2017,623,303,7,0,3
1,11,843101729,17/03/2017,1,0,2,0,0
1,11,843101729,20/03/2017,0,0,0,1,0
1,11,843101782,03/03/2017,204,100,0,1,2
1,11,843101782,23/03/2017,0,0,2,0,0
1,11,843101790,03/03/2017,342,170,0,0,1
1,11,843101790,04/03/2017,246,121,0,0,1
1,11,843101790,07/03/2017,1477,730,0,0,0
1,11,843101790,08/03/2017,937,370,10,1,3
1,11,843101790,09/03/2017,-200,0,0,0,0
1,11,843101790,10/03/2017,-630,-315,0,0,0
1,11,843101790,16/03/2017,2061,1011,20,1,9
1,11,843101790,17/03/2017,1,0,0,0,0
1,11,843102034,15/03/2017,206,200,3,0,3
1,11,843102034,16/03/2017,206,0,0,0,0
1,11,843102034,23/03/2017,0,0,3,0,0
1,11,843102073,17/03/2017,404,200,2,0,2
1,11,843102114,02/03/2017,1182,724,7,1,0
1,11,843102114,03/03/2017,136,-72,0,0,0
1,11,843102117,02/03/2017,1315,650,7,0,5
1,11,843102117,03/03/2017,1,0,1,0,0
1,11,843102444,06/03/2017,1661,820,0,0,0
1,11,843102444,07/03/2017,548,269,6,1,8
1,11,843102444,08/03/2017,1,0,0,0,0
1,11,843102444,10/03/2017,1695,840,6,0,0
1,11,843102444,11/03/2017,1978,999,0,0,7
1,11,843102444,13/03/2017,1,0,0,0,5
1,11,843102444,17/03/2017,673,330,6,0,3
1,11,843102444,18/03/2017,3319,1618,31,1,14
1,11,843102444,20/03/2017,0,0,0,0,0
1,11,843102444,23/03/2017,0,0,12,0,0
1,11,843102444,28/03/2017,2010,1000,5,0,7
1,11,843102444,31/03/2017,1415,700,3,0,0
1,11,843102476,08/03/2017,1220,600,9,1,7
1,11,843102476,10/03/2017,0,-34,0,0,0
1,11,843102476,13/03/2017,0,0,34,0,0
1,11,843102476,24/03/2017,0,0,1,0,0
1,11,843102484,08/03/2017,1017,501,8,0,2
1,11,843102484,09/03/2017,1,0,0,0,2
1,11,843102604,02/03/2017,884,438,0,0,3
1,11,843102604,06/03/2017,1618,800,3,0,4
1,11,843102604,07/03/2017,0,0,0,0,2
1,11,843102604,11/03/2017,3596,1760,19,0,13
1,11,843102604,18/03/2017,2473,1210,9,2,11
1,11,843102604,20/03/2017,590,290,14,0,3
1,11,843102604,21/03/2017,1,0,0,0,0
1,11,843102604,23/03/2017,0,0,6,0,0
1,11,843102604,25/03/2017,872,434,2,0,0
1,11,843102604,27/03/2017,0,0,5,1,0
1,11,843102604,28/03/2017,2015,991,14,1,8
1,11,843102604,29/03/2017,1097,544,5,0,4
1,11,843102604,30/03/2017,0,23,3,0,0
1,11,843102604,31/03/2017,2068,1053,12,1,10
2,21,843102608,02/03/2017,852,410,14,1,5
2,21,843102608,06/03/2017,1690,824,14,1,6
2,21,843102608,07/03/2017,0,0,1,0,0
2,21,843102608,11/03/2017,975,480,0,0,0
2,21,843102608,12/03/2017,1050,520,5,0,4
2,21,843102608,13/03/2017,1,0,8,0,2
2,21,843102608,20/03/2017,2018,1000,10,1,8
2,21,843102608,23/03/2017,0,0,3,0,0
2,21,843102608,27/03/2017,0,0,3,0,0
2,21,843102608,28/03/2017,1414,700,8,1,6
2,21,843102608,31/03/2017,1220,600,10,0,9
2,21,843102612,13/03/2017,808,400,4,1,3
2,21,843102612,20/03/2017,524,260,2,0,2
2,21,843102612,21/03/2017,888,440,4,0,3
2,21,843102616,06/03/2017,838,400,0,0,3
2,21,843102616,07/03/2017,0,0,19,0,0
2,21,843102616,13/03/2017,812,400,6,1,4
2,21,843102616,20/03/2017,1016,500,8,0,4
2,21,843102616,29/03/2017,218,105,2,0,1
2,21,843102616,31/03/2017,206,100,5,1,2
2,21,843102620,04/03/2017,1736,850,16,1,8
2,21,843102620,06/03/2017,308,151,3,1,2
2,21,843102620,12/03/2017,666,330,3,1,3
2,21,843102620,13/03/2017,474,233,4,0,1
2,21,843102620,20/03/2017,2013,1000,7,0,8
2,21,843102620,21/03/2017,1,0,0,0,0
2,21,843102620,23/03/2017,0,0,2,0,0
2,21,843102620,29/03/2017,564,280,2,1,3
2,21,843102620,31/03/2017,402,200,1,0,2
2,21,843102624,07/03/2017,228,111,2,0,1
2,21,843102624,08/03/2017,0,0,0,0,0
2,21,843102624,21/03/2017,410,200,5,0,2
2,21,843102624,22/03/2017,0,1,0,0,0
2,21,843102628,21/03/2017,481,238,2,0,2
2,21,843102628,22/03/2017,1,0,1,0,0
2,21,843102632,04/03/2017,1542,756,14,2,9
2,21,843102632,10/03/2017,2021,1000,8,1,7
2,21,843102632,13/03/2017,1,0,0,0,1
2,21,843102632,21/03/2017,1431,707,8,1,1
2,21,843102632,22/03/2017,1,0,0,0,0
2,21,843102632,23/03/2017,0,0,3,0,0
2,21,843102632,27/03/2017,0,0,1,0,0
2,21,843102632,29/03/2017,200,100,1,0,1
2,21,843102632,31/03/2017,242,120,0,0,0
2,21,843102636,17/03/2017,510,238,16,1,3
2,21,843102636,28/03/2017,607,300,4,0,3
2,21,843102636,29/03/2017,1,0,0,0,0
2,21,843102636,31/03/2017,0,0,1,0,0
2,21,843102703,25/03/2017,626,310,2,1,4
2,21,843102703,27/03/2017,0,0,1,0,0
2,21,843102710,03/03/2017,484,0,0,1,3
2,21,843102710,06/03/2017,-484,262,0,0,0
2,21,843102710,07/03/2017,526,0,1,0,0
2,21,843102710,12/03/2017,408,200,4,0,1
2,21,843102766,13/03/2017,206,100,1,0,1
2,21,843102766,17/03/2017,419,200,9,1,2
2,21,843102766,20/03/2017,1,0,1,0,0
2,21,843102766,27/03/2017,0,0,2,0,0
2,21,843102805,03/03/2017,205,102,1,0,1
2,21,843102805,06/03/2017,1,0,0,0,0
2,21,843102809,03/03/2017,388,190,3,0,1
2,21,843102809,23/03/2017,0,0,1,0,0
2,21,843102813,03/03/2017,670,500,3,0,4
2,21,843102813,06/03/2017,336,0,0,0,0
2,21,843102817,03/03/2017,209,100,4,0,2
2,21,843102817,06/03/2017,1,0,0,0,0
2,21,843102817,27/03/2017,0,0,1,0,0
2,21,843102825,09/03/2017,610,300,5,0,1
2,21,843102825,21/03/2017,0,0,4,0,2
2,21,843102825,22/03/2017,408,200,0,0,0
2,21,843102830,14/03/2017,0,102,0,1,2
2,21,843102830,16/03/2017,204,0,0,0,0
2,21,843102858,25/03/2017,166,82,1,0,1
2,21,843102878,25/03/2017,766,379,4,0,2
2,21,843102914,02/03/2017,211,103,3,1,2
2,21,843102914,03/03/2017,1,0,0,0,0
2,21,843102987,25/03/2017,406,202,1,0,2
2,21,843102987,27/03/2017,4,2,0,0,0
2,21,843102991,25/03/2017,102,100,2,0,1
2,21,843102991,27/03/2017,104,0,0,0,0
2,21,843102991,31/03/2017,0,0,1,0,0
2,21,843102995,25/03/2017,1393,690,6,0,5
2,21,843102995,27/03/2017,1,0,0,0,0
2,21,843102995,31/03/2017,0,0,1,0,0
2,21,843103019,23/03/2017,20,10,0,0,0
2,21,843103019,24/03/2017,390,203,0,0,1
2,21,843103019,27/03/2017,10,0,0,0,0
2,21,843103019,31/03/2017,6,0,0,0,0
2,21,843103023,23/03/2017,1124,541,18,0,4
2,21,843103023,27/03/2017,0,0,3,0,0
2,21,843103067,03/03/2017,2413,1473,0,2,11
2,21,843103067,06/03/2017,575,-262,0,0,0
2,21,843103067,07/03/2017,-524,0,0,0,0
2,21,843103067,08/03/2017,920,450,3,0,0
2,21,843103067,09/03/2017,2872,1750,19,2,18
2,21,843103067,10/03/2017,458,0,0,0,0
2,21,843103067,13/03/2017,168,0,7,0,0
2,21,843103067,23/03/2017,0,0,1,0,0
2,21,843103067,30/03/2017,2939,1456,10,1,7
2,21,843103067,31/03/2017,55,0,31,0,4
2,21,843103071,02/03/2017,207,96,8,0,1
2,21,843103071,03/03/2017,1,0,0,0,0
2,21,843103084,16/03/2017,214,100,7,0,1
2,21,843103088,16/03/2017,182,86,5,1,1
2,21,843103289,23/03/2017,206,100,1,2,2
2,21,843103289,27/03/2017,0,0,2,0,0
2,21,843103320,10/03/2017,326,151,1,0,1
2,21,843103320,13/03/2017,0,0,9,0,0
2,21,843103320,23/03/2017,0,0,2,0,0
2,21,843103336,24/03/2017,183,200,4,0,1
2,21,843103336,27/03/2017,25,0,0,0,0
2,21,843103336,30/03/2017,200,0,0,0,0
2,21,843103344,09/03/2017,206,100,3,1,2
2,21,843103344,22/03/2017,200,100,0,0,1
2,21,843103373,01/03/2017,3017,1508,17,1,12
2,21,843103373,02/03/2017,0,-33,0,0,0
2,21,843103373,03/03/2017,1,0,14,0,0
2,21,843103373,13/03/2017,60,30,0,0,1
2,21,843103373,14/03/2017,750,370,4,2,5
2,21,843103373,24/03/2017,0,0,4,0,0
2,21,843103373,27/03/2017,1212,600,6,0,4
2,21,843103377,13/03/2017,404,200,2,0,2
2,21,843103381,01/03/2017,1974,980,6,0,7
2,21,843103381,02/03/2017,727,360,4,0,3
2,21,843103381,03/03/2017,1,0,0,0,0
2,21,843103381,14/03/2017,2045,1007,11,0,9
2,21,843103381,15/03/2017,1,0,0,0,0
2,21,843103381,16/03/2017,0,0,4,0,0
2,21,843103381,17/03/2017,0,0,0,1,0
2,21,843103381,24/03/2017,0,0,1,0,0
2,21,843103381,27/03/2017,1003,483,20,3,0
2,21,843103381,28/03/2017,1,0,0,0,0
2,21,843103381,29/03/2017,0,-14,14,0,0
2,21,843103394,14/03/2017,1126,547,12,1,5
2,21,843103394,15/03/2017,0,0,4,0,0
2,21,843103402,23/03/2017,1778,870,11,2,8
2,21,843103402,24/03/2017,0,0,4,0,0
2,21,843103402,27/03/2017,0,0,4,0,0
2,21,843103406,23/03/2017,1210,736,11,0,4
2,21,843103406,31/03/2017,294,0,5,0,0
2,21,843103415,13/03/2017,672,330,6,2,4
2,21,843103445,08/03/2017,322,160,1,0,0
2,21,843103445,09/03/2017,0,0,0,0,1
2,21,843103631,21/03/2017,0,0,0,0,0
2,21,843103631,22/03/2017,651,300,23,0,4
2,21,843103631,23/03/2017,1,0,3,0,0
2,21,843103710,24/03/2017,443,332,4,2,5
2,21,843103710,30/03/2017,237,0,0,0,0
2,21,843103710,31/03/2017,0,0,4,0,0
